person_age,person_income,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
31,29802,5.0,EDUCATION,C,22078,14.05,0.7408,N,11,1
60,85630,6.0,PERSONAL,A,4587,8.37,0.0536,N,39,0
74,51764,4.0,MEDICAL,A,12248,5.77,0.2366,N,45,0
42,43241,6.0,VENTURE,A,12302,5.18,0.2845,Y,24,0
34,102439,4.0,DEBTCONSOLIDATION,C,8272,12.83,0.0808,Y,14,0
35,17857,2.0,HOMEIMPROVEMENT,D,2696,16.87,0.151,Y,17,1
51,98720,4.0,HOMEIMPROVEMENT,A,21516,7.3,0.2179,N,33,0
20,30209,5.0,DEBTCONSOLIDATION,E,6622,18.13,0.2192,N,1,0
45,55069,7.0,EDUCATION,A,6046,5.15,0.1098,N,23,0
19,35474,6.0,MEDICAL,A,3434,7.26,0.0968,N,1,0
20,29506,3.0,DEBTCONSOLIDATION,D,14962,15.9,0.5071,N,1,1
42,100975,4.0,MEDICAL,E,12794,17.94,0.1267,N,23,0
60,136069,5.0,PERSONAL,A,14447,6.41,0.1062,N,42,0
68,43404,4.0,DEBTCONSOLIDATION,A,7176,5.8,0.1653,N,45,0
22,58953,6.0,EDUCATION,B,7994,10.87,0.1356,N,1,0
31,50581,5.0,EDUCATION,A,6060,5.02,0.1198,N,10,0
42,126979,5.0,VENTURE,B,11669,9.04,0.0919,Y,23,0
50,15333,2.0,EDUCATION,C,9788,11.76,0.6384,N,29,1
74,60319,11.0,EDUCATION,A,7905,5.99,0.1311,N,45,0
57,32862,8.0,PERSONAL,B,4149,10.9,0.1263,N,36,0
48,13416,4.0,PERSONAL,B,7887,11.27,0.5879,N,28,1
21,40203,9.0,PERSONAL,E,3497,19.14,0.087,N,3,0
22,135459,1.0,EDUCATION,C,6346,14.3,0.0468,N,1,0
26,34172,1.0,MEDICAL,B,5537,9.17,0.162,N,7,0
55,75729,6.0,HOMEIMPROVEMENT,A,8353,8.03,0.1103,N,36,0
36,94775,4.0,PERSONAL,D,11890,16.25,0.1255,N,16,0
31,48679,2.0,VENTURE,B,8808,8.7,0.1809,N,10,0
56,52378,2.0,DEBTCONSOLIDATION,C,6484,14.13,0.1238,N,38,0
64,19073,8.0,EDUCATION,C,8187,11.58,0.4292,N,44,0
43,33061,6.0,DEBTCONSOLIDATION,D,10969,15.55,0.3318,N,22,0
68,80729,7.0,VENTURE,C,13287,13.39,0.1646,N,45,0
59,50684,8.0,DEBTCONSOLIDATION,B,25308,10.82,0.4993,N,40,1
58,59996,7.0,EDUCATION,A,50000,5.28,0.8334,N,35,0
67,52745,6.0,VENTURE,A,27324,5.92,0.518,N,45,0
28,163669,5.0,PERSONAL,C,9838,13.81,0.0601,N,5,0
61,38685,6.0,DEBTCONSOLIDATION,B,5145,10.23,0.133,N,40,0
72,118536,6.0,EDUCATION,B,7642,10.18,0.0645,Y,45,0
74,52755,3.0,PERSONAL,B,11381,10.3,0.2157,N,45,0
50,124468,6.0,MEDICAL,D,7359,15.0,0.0591,Y,30,1
60,24990,6.0,PERSONAL,A,7854,6.72,0.3143,N,38,0
68,54260,4.0,EDUCATION,A,15546,5.38,0.2865,N,45,0
66,39476,7.0,EDUCATION,A,8600,8.25,0.2179,N,44,0
69,52929,3.0,PERSONAL,B,12363,11.01,0.2336,Y,45,0
65,96019,4.0,PERSONAL,A,8451,5.15,0.088,Y,43,0
39,60375,6.0,EDUCATION,A,2426,7.19,0.0402,N,18,0
59,95914,6.0,PERSONAL,A,2423,5.36,0.0253,N,41,0
41,33907,3.0,VENTURE,B,12891,11.27,0.3802,N,22,0
63,31177,1.0,PERSONAL,B,9288,10.17,0.2979,Y,45,0
64,49456,4.0,VENTURE,E,10914,18.66,0.2207,N,44,0
71,47989,3.0,MEDICAL,C,12003,12.73,0.2501,N,45,0
51,44257,3.0,MEDICAL,D,11516,15.01,0.2602,N,33,0
45,28933,5.0,MEDICAL,C,9544,12.94,0.3299,N,28,0
27,94774,4.0,MEDICAL,B,24204,11.43,0.2554,Y,5,0
54,40152,6.0,MEDICAL,E,11474,20.68,0.2858,N,34,0
50,107402,7.0,MEDICAL,D,11695,16.53,0.1089,N,28,0
47,49365,2.0,EDUCATION,A,6892,7.69,0.1396,N,24,0
56,70026,8.0,EDUCATION,A,4401,6.73,0.0628,N,39,0
66,66618,7.0,PERSONAL,F,45147,21.08,0.6777,N,45,1
26,31152,8.0,EDUCATION,D,17550,14.88,0.5634,N,3,1
42,59991,4.0,MEDICAL,B,11769,10.76,0.1962,N,21,0
59,141574,3.0,HOMEIMPROVEMENT,C,8392,13.72,0.0593,N,42,0
64,56296,5.0,MEDICAL,D,15283,15.52,0.2715,N,45,0
62,80475,4.0,HOMEIMPROVEMENT,B,6933,10.41,0.0862,N,45,0
63,71775,2.0,HOMEIMPROVEMENT,A,16165,5.9,0.2252,N,44,0
66,58039,8.0,EDUCATION,C,28159,11.58,0.4852,Y,44,1
72,54315,3.0,MEDICAL,A,9359,7.36,0.1723,N,45,0
52,66238,5.0,EDUCATION,A,29267,6.93,0.4418,N,31,0
32,74593,7.0,PERSONAL,B,8220,10.82,0.1102,N,12,0
50,23302,10.0,HOMEIMPROVEMENT,D,2844,14.56,0.122,N,28,0
58,56163,6.0,HOMEIMPROVEMENT,A,17592,7.56,0.3132,N,39,0
23,44300,5.0,PERSONAL,A,9220,7.99,0.2081,N,3,0
61,39523,5.0,VENTURE,B,17665,9.16,0.447,Y,42,1
49,99985,4.0,HOMEIMPROVEMENT,A,4516,5.81,0.0452,N,32,0
71,32753,4.0,PERSONAL,A,7043,6.54,0.215,Y,45,0
30,22762,2.0,EDUCATION,B,25342,9.67,1.1133,N,13,0
69,75935,1.0,EDUCATION,D,12168,16.2,0.1602,N,45,0
43,22444,3.0,MEDICAL,C,28224,11.64,1.2575,N,23,1
50,16977,8.0,PERSONAL,B,6379,10.59,0.3757,N,31,0
55,80785,2.0,PERSONAL,E,50000,19.2,0.6189,N,35,1
51,53492,5.0,PERSONAL,A,48714,8.38,0.9107,Y,32,1
69,63576,2.0,DEBTCONSOLIDATION,B,16781,9.59,0.264,N,45,0
27,38432,8.0,PERSONAL,C,11019,14.39,0.2867,N,8,0
59,22892,3.0,PERSONAL,E,13408,19.14,0.5857,N,41,0
73,25535,5.0,VENTURE,D,20561,15.87,0.8052,N,45,1
30,42205,6.0,VENTURE,B,11808,10.46,0.2798,N,9,0
32,24347,10.0,PERSONAL,B,7765,9.41,0.3189,N,9,0
45,58039,5.0,MEDICAL,B,4823,10.03,0.0831,Y,26,0
59,38011,4.0,MEDICAL,B,2164,10.04,0.0569,N,41,0
72,54272,8.0,EDUCATION,B,8051,11.1,0.1483,N,45,0
63,53387,4.0,HOMEIMPROVEMENT,A,2341,7.96,0.0438,N,44,0
63,60641,7.0,DEBTCONSOLIDATION,A,8897,6.22,0.1467,N,40,0
43,64519,3.0,EDUCATION,A,29529,5.78,0.4577,N,25,0
54,40572,4.0,PERSONAL,A,9418,7.22,0.2321,N,36,0
30,54240,7.0,EDUCATION,B,5113,10.26,0.0943,N,11,0
44,55815,6.0,DEBTCONSOLIDATION,C,6915,14.34,0.1239,N,23,0
28,12888,8.0,HOMEIMPROVEMENT,D,5595,15.51,0.4341,N,9,1
19,69953,8.0,HOMEIMPROVEMENT,D,32564,17.3,0.4655,Y,1,1
66,53234,5.0,DEBTCONSOLIDATION,B,6249,9.67,0.1174,N,43,0
63,66851,4.0,EDUCATION,A,2832,5.11,0.0424,N,43,0
47,24154,5.0,HOMEIMPROVEMENT,A,50000,6.11,2.0701,N,30,0
18,41205,7.0,DEBTCONSOLIDATION,D,8661,16.38,0.2102,N,1,0
23,26894,3.0,VENTURE,D,5346,15.17,0.1988,N,5,0
24,73830,2.0,EDUCATION,E,9959,17.95,0.1349,N,2,0
58,22633,7.0,DEBTCONSOLIDATION,E,8386,20.68,0.3705,N,40,0
29,29414,5.0,PERSONAL,D,13746,15.71,0.4673,N,12,1
32,65766,3.0,EDUCATION,B,8831,9.43,0.1343,N,9,0
67,34677,3.0,PERSONAL,B,2209,9.55,0.0637,N,45,0
67,29418,6.0,EDUCATION,D,8729,15.92,0.2967,Y,45,1
61,80716,4.0,HOMEIMPROVEMENT,E,18403,19.82,0.228,N,44,0
35,82556,3.0,EDUCATION,B,6792,9.65,0.0823,N,15,0
51,72921,7.0,MEDICAL,C,16473,11.64,0.2259,N,28,0
29,78181,7.0,EDUCATION,A,19166,6.13,0.2451,N,12,0
66,43158,9.0,PERSONAL,A,22594,7.07,0.5235,N,45,0
22,43803,5.0,PERSONAL,B,4790,9.04,0.1094,N,1,0
60,34322,7.0,PERSONAL,E,5150,20.53,0.15,N,40,0
47,53758,7.0,HOMEIMPROVEMENT,C,10051,12.59,0.187,Y,26,1
61,36667,3.0,PERSONAL,E,2779,19.13,0.0758,N,39,0
43,38631,4.0,EDUCATION,B,4646,10.71,0.1203,N,20,0
27,68182,9.0,MEDICAL,A,12189,5.95,0.1788,N,7,0
60,94041,6.0,MEDICAL,B,2300,11.22,0.0245,N,39,0
53,61025,5.0,VENTURE,B,2817,10.6,0.0462,N,30,0
44,131514,6.0,MEDICAL,C,14141,13.92,0.1075,N,21,0
39,33255,5.0,MEDICAL,E,3181,19.25,0.0957,N,18,0
37,17838,5.0,VENTURE,B,50000,9.64,2.803,N,19,0
45,72623,7.0,EDUCATION,C,4847,11.89,0.0667,N,26,0
32,32064,6.0,MEDICAL,D,4634,14.61,0.1445,N,9,0
34,42170,6.0,MEDICAL,A,3663,5.33,0.0869,N,13,0
33,18520,5.0,EDUCATION,D,9637,15.94,0.5204,Y,14,1
18,29894,5.0,DEBTCONSOLIDATION,E,8482,19.98,0.2837,Y,1,1
70,21456,4.0,DEBTCONSOLIDATION,D,12806,17.26,0.5968,N,45,1
31,38604,4.0,VENTURE,B,8195,11.49,0.2123,N,9,0
27,39458,2.0,HOMEIMPROVEMENT,C,18596,12.98,0.4713,N,8,1
26,51507,7.0,DEBTCONSOLIDATION,C,8289,12.26,0.1609,N,5,0
74,96940,4.0,EDUCATION,D,7501,15.93,0.0774,N,45,0
45,71132,4.0,MEDICAL,C,11435,14.36,0.1608,N,24,0
36,20086,2.0,EDUCATION,F,2471,23.27,0.123,N,16,0
41,68487,6.0,DEBTCONSOLIDATION,D,4444,16.67,0.0649,N,22,0
23,52128,6.0,VENTURE,A,32093,5.1,0.6157,Y,6,1
35,46452,5.0,MEDICAL,F,2798,21.15,0.0602,Y,16,1
32,48412,7.0,MEDICAL,C,18067,14.09,0.3732,N,14,0
63,54858,2.0,MEDICAL,E,1825,19.45,0.0333,N,40,0
21,33505,7.0,EDUCATION,B,3149,9.0,0.094,N,1,0
42,44342,4.0,MEDICAL,E,5609,18.65,0.1265,N,23,1
63,94010,4.0,PERSONAL,F,13080,23.77,0.1391,N,43,1
65,33284,7.0,EDUCATION,D,8735,14.63,0.2624,N,45,0
47,27821,5.0,PERSONAL,D,12749,15.62,0.4583,N,29,1
30,47384,8.0,PERSONAL,A,6648,5.58,0.1403,N,9,0
37,26322,3.0,MEDICAL,A,8622,5.05,0.3276,N,20,0
30,19005,6.0,PERSONAL,D,9892,15.56,0.5205,Y,10,1
55,40560,2.0,EDUCATION,C,18769,11.86,0.4627,N,38,0
34,108742,6.0,MEDICAL,C,32480,12.43,0.2987,N,14,0
53,47990,8.0,PERSONAL,B,4554,8.86,0.0949,Y,33,0
55,54079,4.0,EDUCATION,A,8641,6.53,0.1598,N,32,0
71,15190,4.0,MEDICAL,C,7295,12.06,0.4803,N,45,1
39,62378,12.0,DEBTCONSOLIDATION,B,12030,9.51,0.1929,N,16,0
72,51603,6.0,EDUCATION,C,25943,14.01,0.5027,N,45,1
40,34006,7.0,PERSONAL,A,10395,5.94,0.3057,N,18,0
56,54123,6.0,VENTURE,B,6546,9.91,0.1209,N,37,0
55,53828,5.0,DEBTCONSOLIDATION,B,20047,9.93,0.3724,Y,36,1
64,27372,7.0,DEBTCONSOLIDATION,B,8230,9.87,0.3007,N,45,0
44,58836,4.0,MEDICAL,A,8791,6.0,0.1494,N,25,0
63,94695,2.0,PERSONAL,C,14913,14.29,0.1575,N,41,0
38,43244,2.0,VENTURE,A,3882,6.4,0.0898,N,18,0
46,30419,6.0,HOMEIMPROVEMENT,E,3712,18.55,0.122,N,25,0
46,44459,6.0,MEDICAL,C,4860,11.55,0.1093,N,25,0
58,78435,5.0,EDUCATION,D,8046,16.53,0.1026,N,41,0
53,24972,3.0,EDUCATION,B,20292,8.92,0.8126,N,30,0
22,67386,6.0,MEDICAL,B,6152,9.77,0.0913,Y,1,1
64,33762,8.0,PERSONAL,A,6853,6.03,0.203,Y,44,0
61,56001,10.0,MEDICAL,B,11151,8.92,0.1991,N,44,0
23,35940,3.0,HOMEIMPROVEMENT,E,5126,18.92,0.1426,N,6,0
72,35887,4.0,MEDICAL,E,7077,20.07,0.1972,Y,45,1
55,113289,5.0,EDUCATION,E,9609,18.37,0.0848,N,34,0
22,22584,3.0,VENTURE,D,14706,16.62,0.6512,N,1,1
46,64020,5.0,EDUCATION,A,19136,5.71,0.2989,N,27,0
65,127036,5.0,PERSONAL,C,8843,12.15,0.0696,N,44,0
33,71470,5.0,PERSONAL,B,8034,11.48,0.1124,N,16,0
71,23573,5.0,HOMEIMPROVEMENT,B,8517,9.9,0.3613,N,45,0
41,24224,12.0,MEDICAL,B,11416,10.95,0.4713,N,18,1
30,32422,4.0,PERSONAL,A,27656,5.58,0.853,N,9,1
38,53468,7.0,MEDICAL,A,45358,6.91,0.8483,N,18,0
47,55507,3.0,EDUCATION,A,36108,7.03,0.6505,N,24,0
57,24356,8.0,EDUCATION,B,20872,10.64,0.857,N,40,1
70,30332,4.0,DEBTCONSOLIDATION,C,4839,13.84,0.1595,N,45,0
29,31372,6.0,DEBTCONSOLIDATION,D,11524,15.31,0.3673,Y,6,1
72,44381,2.0,HOMEIMPROVEMENT,A,7663,7.21,0.1727,N,45,0
48,146032,7.0,EDUCATION,A,8992,7.43,0.0616,N,28,0
25,29341,4.0,PERSONAL,C,33460,13.57,1.1404,Y,6,1
70,28643,4.0,PERSONAL,D,25085,15.16,0.8758,N,45,1
37,26285,3.0,PERSONAL,A,17906,7.77,0.6812,N,14,0
53,69532,5.0,DEBTCONSOLIDATION,D,50000,16.49,0.7191,N,36,1
57,47918,5.0,PERSONAL,C,17649,11.62,0.3683,N,38,0
18,29943,6.0,HOMEIMPROVEMENT,B,28032,10.25,0.9362,N,1,1
30,40153,5.0,EDUCATION,C,14605,11.59,0.3637,N,13,0
57,31718,7.0,HOMEIMPROVEMENT,B,11370,8.62,0.3585,N,40,0
36,57684,1.0,HOMEIMPROVEMENT,B,41008,8.83,0.7109,N,15,1
18,214573,3.0,EDUCATION,B,5719,10.64,0.0267,N,1,0
19,66368,6.0,EDUCATION,B,3201,9.8,0.0482,N,1,0
65,46576,5.0,MEDICAL,B,5050,10.49,0.1084,N,45,0
26,34005,5.0,PERSONAL,E,7188,20.97,0.2114,N,6,0
23,23414,3.0,PERSONAL,B,18801,11.31,0.803,N,3,0
50,73389,10.0,HOMEIMPROVEMENT,A,23878,7.8,0.3254,N,32,0
24,71228,4.0,MEDICAL,B,5714,9.4,0.0802,N,5,0
55,37935,2.0,MEDICAL,A,6468,7.7,0.1705,N,37,0
49,95543,6.0,VENTURE,C,7268,12.61,0.0761,N,26,0
54,49593,4.0,EDUCATION,D,10231,15.04,0.2063,N,31,0
46,75065,5.0,HOMEIMPROVEMENT,B,9936,10.69,0.1324,N,23,0
62,57693,4.0,PERSONAL,A,12788,7.92,0.2217,N,42,0
54,44470,8.0,PERSONAL,E,5118,20.12,0.1151,N,33,0
41,28993,2.0,DEBTCONSOLIDATION,C,4676,12.62,0.1613,N,23,0
18,45249,5.0,DEBTCONSOLIDATION,E,5393,19.96,0.1192,N,1,0
33,77895,5.0,PERSONAL,D,10207,14.94,0.131,N,10,0
25,37068,2.0,MEDICAL,D,4214,16.48,0.1137,N,3,0
18,62433,8.0,HOMEIMPROVEMENT,E,5267,18.01,0.0844,N,1,0
33,27024,4.0,EDUCATION,A,14171,5.19,0.5244,N,10,0
29,75284,4.0,PERSONAL,F,27692,21.09,0.3678,N,9,1
22,58227,6.0,VENTURE,A,12992,8.4,0.2231,N,5,0
35,25307,2.0,HOMEIMPROVEMENT,F,4623,21.07,0.1827,Y,16,1
46,43338,5.0,HOMEIMPROVEMENT,D,16068,15.73,0.3708,N,24,0
28,81821,8.0,PERSONAL,C,6629,13.79,0.081,N,8,0
33,24527,5.0,MEDICAL,A,26430,6.92,1.0776,Y,10,1
19,27200,6.0,EDUCATION,B,13381,8.78,0.4919,N,1,1
20,47182,3.0,VENTURE,A,5462,5.37,0.1158,N,1,0
26,158471,6.0,MEDICAL,B,10768,8.95,0.0679,N,3,0
43,33863,7.0,MEDICAL,E,3711,18.21,0.1096,N,20,0
55,64369,5.0,EDUCATION,B,11178,11.06,0.1737,N,36,0
62,56560,2.0,MEDICAL,E,8217,19.47,0.1453,N,39,0
53,35445,7.0,MEDICAL,C,43086,12.44,1.2156,N,33,1
53,53563,9.0,PERSONAL,A,11461,6.34,0.214,N,34,0
71,38318,5.0,PERSONAL,B,10321,10.36,0.2694,Y,45,1
32,40263,6.0,VENTURE,B,1861,11.1,0.0462,Y,14,1
63,19659,4.0,EDUCATION,B,15409,9.86,0.7838,N,43,1
71,48366,3.0,MEDICAL,C,22430,13.65,0.4638,N,45,0
50,80378,8.0,PERSONAL,A,22541,7.98,0.2804,N,30,0
65,50593,4.0,EDUCATION,B,9075,9.56,0.1794,N,42,0
25,89302,2.0,PERSONAL,F,6432,22.88,0.072,N,8,0
68,67452,6.0,EDUCATION,B,23621,10.68,0.3502,N,45,0
50,47441,5.0,HOMEIMPROVEMENT,B,9313,10.96,0.1963,N,27,0
30,34705,6.0,VENTURE,B,9649,9.56,0.278,N,8,0
21,37517,4.0,PERSONAL,A,7848,7.79,0.2092,Y,1,1
59,21833,3.0,PERSONAL,B,2053,10.85,0.094,N,38,0
42,42323,9.0,PERSONAL,A,5570,5.59,0.1316,N,23,0
35,53119,8.0,HOMEIMPROVEMENT,A,10601,7.25,0.1996,N,16,0
40,125930,10.0,EDUCATION,D,15059,17.41,0.1196,N,21,0
74,65550,4.0,DEBTCONSOLIDATION,C,9685,12.4,0.1477,N,45,0
42,30464,7.0,MEDICAL,A,14432,6.66,0.4737,N,24,0
22,22211,6.0,DEBTCONSOLIDATION,A,2983,6.05,0.1343,N,5,0
33,43756,8.0,EDUCATION,F,5073,23.84,0.1159,N,15,0
26,76609,2.0,DEBTCONSOLIDATION,E,49602,17.64,0.6475,N,6,1
57,43419,8.0,DEBTCONSOLIDATION,B,16233,11.2,0.3739,N,38,0
63,66044,4.0,PERSONAL,C,25540,13.18,0.3867,N,41,0
65,44372,7.0,DEBTCONSOLIDATION,B,8183,9.67,0.1844,N,43,0
54,72718,5.0,EDUCATION,B,20368,9.26,0.2801,N,36,0
61,20363,3.0,PERSONAL,B,19819,10.36,0.9733,N,42,0
41,118456,4.0,EDUCATION,A,44779,6.22,0.378,Y,20,0
53,26585,0.0,PERSONAL,A,13519,8.1,0.5085,N,36,0
24,75853,4.0,MEDICAL,C,4759,13.64,0.0627,N,2,0
48,42205,3.0,MEDICAL,A,5798,6.15,0.1374,N,27,0
49,45995,8.0,EDUCATION,B,12248,11.46,0.2663,N,31,0
19,42932,6.0,EDUCATION,E,1595,20.73,0.0372,N,1,0
49,56420,7.0,PERSONAL,C,13215,12.29,0.2342,Y,32,0
59,63047,4.0,VENTURE,A,14670,5.58,0.2327,Y,41,1
38,87736,5.0,EDUCATION,B,27917,10.08,0.3182,N,17,0
49,106337,6.0,MEDICAL,A,2774,7.11,0.0261,N,27,0
34,58835,7.0,MEDICAL,D,4549,15.68,0.0773,N,15,0
33,125809,5.0,HOMEIMPROVEMENT,D,10734,16.08,0.0853,N,14,0
25,51592,9.0,VENTURE,B,9601,9.47,0.1861,N,5,0
36,88662,5.0,DEBTCONSOLIDATION,A,10038,6.84,0.1132,N,16,0
63,62056,8.0,VENTURE,C,19586,13.93,0.3156,N,42,0
71,36240,9.0,EDUCATION,D,12614,14.68,0.3481,N,45,0
54,54158,3.0,HOMEIMPROVEMENT,B,28994,10.0,0.5354,N,37,0
53,64650,6.0,MEDICAL,A,22984,5.38,0.3555,Y,35,0
52,48160,2.0,PERSONAL,C,6177,13.18,0.1283,N,31,0
45,61517,4.0,MEDICAL,B,12223,9.27,0.1987,N,28,0
42,78901,6.0,PERSONAL,E,14748,20.64,0.1869,N,19,0
53,48394,3.0,EDUCATION,D,37517,17.23,0.7752,N,31,0
62,12000,2.0,PERSONAL,B,11654,9.52,0.9712,N,44,0
41,123382,3.0,PERSONAL,A,14954,6.63,0.1212,N,19,0
50,41619,6.0,PERSONAL,E,7162,18.54,0.1721,N,31,0
44,31169,6.0,VENTURE,E,14561,17.94,0.4672,N,26,1
34,26416,4.0,MEDICAL,B,4695,9.2,0.1777,N,16,0
34,40739,1.0,MEDICAL,A,6283,8.18,0.1542,N,13,0
22,35971,9.0,MEDICAL,C,24154,13.19,0.6715,N,1,0
43,32684,2.0,PERSONAL,B,18163,10.91,0.5557,N,25,0
58,33685,2.0,VENTURE,C,25785,11.82,0.7655,N,40,0
57,65601,4.0,MEDICAL,A,48472,7.58,0.7389,Y,40,1
74,149746,8.0,PERSONAL,C,19260,12.68,0.1286,N,45,0
20,76981,2.0,MEDICAL,E,11838,19.24,0.1538,N,1,0
61,90892,2.0,PERSONAL,B,6740,11.03,0.0742,N,40,0
63,39831,3.0,VENTURE,E,6831,17.69,0.1715,N,42,0
42,51925,4.0,EDUCATION,C,10081,12.99,0.1941,N,22,0
34,61979,3.0,PERSONAL,C,9564,13.91,0.1543,N,16,0
38,34106,8.0,PERSONAL,D,18284,14.89,0.5361,Y,16,1
56,38787,4.0,MEDICAL,E,5373,19.81,0.1385,N,34,0
67,78433,8.0,VENTURE,D,6712,17.27,0.0856,N,45,0
54,89291,4.0,EDUCATION,E,12793,18.56,0.1433,N,35,0
47,50872,6.0,EDUCATION,A,3537,5.14,0.0695,N,29,0
55,25404,5.0,MEDICAL,A,27724,8.38,1.0913,N,33,0
22,41665,5.0,HOMEIMPROVEMENT,A,18192,5.61,0.4366,N,2,1
52,22187,4.0,HOMEIMPROVEMENT,E,11473,19.86,0.5171,N,29,0
20,51090,5.0,DEBTCONSOLIDATION,E,4855,19.87,0.095,N,3,0
72,56413,6.0,HOMEIMPROVEMENT,D,9005,17.03,0.1596,N,45,0
68,42239,7.0,MEDICAL,D,16360,16.44,0.3873,Y,45,1
46,55990,8.0,MEDICAL,B,6391,9.54,0.1141,Y,27,1
39,61654,11.0,MEDICAL,A,3144,5.5,0.051,N,22,0
59,56459,6.0,DEBTCONSOLIDATION,C,13762,13.55,0.2438,N,37,0
54,25315,4.0,HOMEIMPROVEMENT,B,12370,10.4,0.4886,N,31,0
58,42646,4.0,MEDICAL,B,7060,9.28,0.1655,N,39,0
47,61415,2.0,VENTURE,B,50000,9.24,0.8141,Y,27,1
31,116808,5.0,DEBTCONSOLIDATION,A,5582,7.72,0.0478,Y,9,1
22,42211,4.0,PERSONAL,B,26277,11.48,0.6225,N,1,0
34,66367,6.0,DEBTCONSOLIDATION,E,15876,20.78,0.2392,N,15,0
48,79457,5.0,EDUCATION,A,12822,7.96,0.1614,N,26,0
42,43996,5.0,EDUCATION,C,50000,11.91,1.1365,Y,25,1
46,92191,5.0,EDUCATION,C,22384,13.75,0.2428,N,28,0
33,94958,3.0,EDUCATION,B,6245,10.12,0.0658,Y,15,1
71,104737,4.0,MEDICAL,A,6686,6.86,0.0638,Y,45,0
38,63078,5.0,PERSONAL,A,5832,5.41,0.0925,N,21,0
66,179526,5.0,PERSONAL,B,12389,8.94,0.069,N,45,0
40,34947,6.0,EDUCATION,B,6084,9.21,0.1741,N,21,0
43,157667,5.0,PERSONAL,A,2282,5.43,0.0145,N,22,0
52,74799,5.0,VENTURE,E,7124,18.89,0.0952,N,29,0
32,102458,4.0,PERSONAL,A,19074,8.4,0.1862,N,13,0
30,41108,4.0,DEBTCONSOLIDATION,A,25963,8.47,0.6316,N,10,0
39,77999,6.0,EDUCATION,C,17999,14.11,0.2308,N,16,0
63,107455,4.0,MEDICAL,D,9189,16.3,0.0855,Y,43,1
26,26955,2.0,DEBTCONSOLIDATION,B,21006,10.44,0.7793,N,7,1
42,44809,3.0,PERSONAL,B,39406,11.45,0.8794,N,19,0
56,15097,7.0,VENTURE,C,14514,13.21,0.9614,N,36,0
58,44440,8.0,MEDICAL,D,10333,14.51,0.2325,N,41,0
42,31294,7.0,VENTURE,B,34051,10.29,1.0881,N,19,0
22,43487,6.0,DEBTCONSOLIDATION,C,6442,11.52,0.1481,N,3,0
18,244752,3.0,PERSONAL,E,17217,20.32,0.0703,N,1,0
44,126095,0.0,VENTURE,C,1162,13.98,0.0092,N,27,0
64,22210,3.0,VENTURE,A,7729,6.81,0.348,N,44,0
19,66546,8.0,MEDICAL,A,2105,5.63,0.0316,N,2,0
68,76070,2.0,PERSONAL,D,17180,15.95,0.2258,N,45,0
56,40707,4.0,PERSONAL,B,5779,10.97,0.142,N,37,0
18,54071,2.0,MEDICAL,A,16010,7.53,0.2961,N,1,0
37,57056,4.0,VENTURE,A,6728,5.83,0.1179,N,15,0
30,23373,2.0,MEDICAL,A,7134,5.33,0.3052,N,9,0
72,27799,4.0,PERSONAL,B,6306,10.79,0.2268,N,45,0
49,53893,3.0,PERSONAL,C,14927,13.03,0.277,N,31,0
36,51775,6.0,EDUCATION,B,12811,9.26,0.2474,Y,19,1
33,33199,6.0,PERSONAL,B,5413,10.56,0.163,N,12,0
50,31668,4.0,PERSONAL,A,9506,6.55,0.3002,N,29,0
18,46659,2.0,VENTURE,B,6244,10.99,0.1338,N,1,0
32,79808,10.0,MEDICAL,A,7250,6.34,0.0908,N,12,0
27,47001,8.0,VENTURE,B,7222,11.22,0.1537,Y,4,0
53,119671,6.0,EDUCATION,A,6828,7.62,0.0571,N,32,0
56,33432,3.0,PERSONAL,C,16401,14.17,0.4906,N,37,0
44,54513,3.0,PERSONAL,C,16256,13.4,0.2982,N,27,0
25,40341,9.0,PERSONAL,D,3362,17.3,0.0833,N,7,0
39,67736,6.0,HOMEIMPROVEMENT,A,8586,8.05,0.1268,Y,19,0
66,31892,5.0,DEBTCONSOLIDATION,C,50000,11.52,1.5678,N,45,0
29,141501,1.0,PERSONAL,D,25066,17.45,0.1771,Y,8,1
27,19344,6.0,DEBTCONSOLIDATION,E,46622,18.71,2.4102,N,7,1
24,125934,2.0,EDUCATION,A,5060,7.29,0.0402,N,1,0
64,51508,4.0,VENTURE,C,7831,13.12,0.152,N,44,0
24,66425,5.0,EDUCATION,A,5609,6.88,0.0844,N,6,0
51,102128,5.0,VENTURE,A,10353,6.24,0.1014,N,31,0
74,78567,4.0,HOMEIMPROVEMENT,C,12243,12.48,0.1558,N,45,0
54,32809,3.0,HOMEIMPROVEMENT,D,14579,15.56,0.4444,N,37,1
41,68189,7.0,HOMEIMPROVEMENT,B,7407,10.52,0.1086,N,20,0
29,136914,1.0,EDUCATION,D,6413,17.17,0.0468,N,11,0
18,30091,7.0,HOMEIMPROVEMENT,C,5444,12.85,0.1809,Y,1,0
26,157178,3.0,EDUCATION,B,9087,11.06,0.0578,N,9,0
72,60605,4.0,PERSONAL,A,15588,5.47,0.2572,N,45,0
26,38627,5.0,EDUCATION,C,17133,14.1,0.4435,N,7,0
19,29992,2.0,EDUCATION,D,24818,15.01,0.8275,N,1,1
64,43355,6.0,MEDICAL,A,13084,7.69,0.3018,N,41,0
